0.0,1.0,6002.4108903720025,-45641.2581869513,5160.777529721816,
1.0,1.0,6049.549374007957,-45553.77221855526,6095.999804928007,
2.0,1.0,6096.414006278536,-45466.14893448277,6095.999804928007,
3.0,1.0,6142.996293572617,-45378.38861822001,6095.999804928007,
4.0,1.0,6189.287742279075,-45290.49155325315,6095.999804928007,
5.0,1.0,6235.279858786793,-45202.45802306842,6095.999804928007,
6.0,1.0,6280.96414948464,-45114.288311151984,6095.999804928007,
7.0,1.0,6326.332120761498,-45025.98270099003,6095.999804928007,
8.0,1.0,6371.37527900624,-44937.54147606872,6095.999804928007,
9.0,1.0,6416.085130607746,-44848.96491987429,6095.999804928007,
10.0,1.0,6460.453181954891,-44760.2533158929,6095.999804928007,
11.0,1.0,6504.470939436553,-44671.40694761073,6095.999804928007,
12.0,1.0,6548.129909441609,-44582.42609851397,6095.999804928007,
13.0,1.0,6591.421598358935,-44493.31105208884,6095.999804928007,
14.0,1.0,6634.337512577406,-44404.06209182147,6095.999804928007,
15.0,1.0,6676.869158485901,-44314.67950119808,6095.999804928007,
16.0,1.0,6719.008042473295,-44225.16356370486,6095.999804928007,
17.0,1.0,6760.74567092847,-44135.51456282799,6095.999804928007,
18.0,1.0,6802.073550240296,-44045.73278205365,6095.999804928007,
19.0,1.0,6842.983186797653,-43955.818504868046,6095.999804928007,
20.0,1.0,6883.46608698942,-43865.77201475734,6095.999804928007,
21.0,1.0,6923.513757204471,-43775.593595207756,6095.999804928007,
22.0,1.0,6963.117703831683,-43685.28352970544,6095.999804928007,
23.0,1.0,7002.269433259934,-43594.842101736605,6095.999804928007,
24.0,1.0,7040.960451878098,-43504.26959478741,6095.999804928007,
25.0,1.0,7079.182266075055,-43413.566292344076,6095.999804928007,
26.0,1.0,7116.926382239679,-43322.73247789277,6095.999804928007,
27.0,1.0,7154.1843067608515,-43231.76843491968,6095.999804928007,
28.0,1.0,7190.9475460274425,-43140.674446911005,6095.999804928007,
29.0,1.0,7227.207606428334,-43049.45079735291,6095.999804928007,
30.0,1.0,7262.955994352403,-42958.09776973161,6095.999804928007,
31.0,1.0,7298.184216188522,-42866.615647533275,6095.999804928007,
32.0,1.0,7332.883778325571,-42775.00471424409,6095.999804928007,
33.0,1.0,7367.0461871524285,-42683.26525335025,6095.999804928007,
34.0,1.0,7400.662949057967,-42591.39754833793,6095.999804928007,
35.0,1.0,7433.725570431066,-42499.40188269333,6095.999804928007,
36.0,1.0,7466.225557660601,-42407.27853990263,6095.999804928007,
37.0,1.0,7498.154417135451,-42315.02780345203,6095.999804928007,
38.0,1.0,7529.50365524449,-42222.64995682769,6095.999804928007,
39.0,1.0,7560.264778376597,-42130.14528351583,6095.999804928007,
40.0,1.0,7590.429292920646,-42037.5140670026,6095.999804928007,
41.0,1.0,7619.988705265518,-41944.756590774225,6095.999804928007,
42.0,1.0,7648.934521800086,-41851.87313831686,6095.999804928007,
43.0,1.0,7677.258248913228,-41758.86399311671,6095.999804928007,
44.0,1.0,7704.951392993823,-41665.72943865997,6095.999804928007,
45.0,1.0,7732.005460430745,-41572.469758432795,6095.999804928007,
46.0,1.0,7758.411957612872,-41479.085235921404,6095.999804928007,
47.0,1.0,7784.16239092908,-41385.57615461197,6095.999804928007,
48.0,1.0,7809.341949237778,-41291.948912542386,6095.999804928007,
49.0,1.0,7834.623713138267,-41198.24709236765,6095.999804928007,
50.0,1.0,7860.115306080032,-41104.475343210535,6095.999804928007,
51.0,1.0,7885.783727478035,-41010.62896553906,6095.999804928007,
